ad_owner,city,description,floor,municipality,price,publish_date,room_num,sqr_m,street,suburb,title,url_link
Agencija,Beograd,"Izdajemo stan, u naselju Beograd na vodi, zgrada Metropolitan. Vrlo funkcionalan i svetao, odličan. Zgrada Metropolitan je okružena Savskim trgom,´W´...",X/18,Opština Savski venac,1550.0,2023-04-12,3.0,70.0,Bulevar Vudroa Vilsona,Beograd na vodi,"BW Metropolitan, odmah useljiv, sa garažim mestom ",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-metropolitan-odmah-useljiv-sa-garazim-mest/5425642991662?kid=1
Agencija,Beograd,"Stari grad, centar - Zeleni venac 1.5, 65m2, 3/5, EG/struja, klima, interfon Stan je kompletno renoviran i namešten sa posuđem i posteljinom. Nalazi...",III/5,Opština Stari grad,870.0,2023-04-12,1.5,65.0,Zeleni venac,Centar,"Stari grad, centar - Zeleni venac",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-centar---zeleni-venac/5425642900493?kid=1
Agencija,Beograd,"Komforan dupleks u novogradnji, potpuno opremljen, spavaća soba na galeriji, prostrana terasa. Useljiv od 01. maja 2023. godine Agencijska provizija...",V/5,Opština Vračar,900.0,2023-04-12,2.0,62.0,Vojvode Šupljikca,Crveni krst,"Crveni krst, novogradnja, dupleks, ID 20135",https://www.halooglasi.com/nekretnine/izdavanje-stanova/crveni-krst-novogradnja-dupleks-id-20135/5425642991001?kid=1
Agencija,Beograd,Opis lokacije: Naselje Cerak se nalazi iznad Ibarske magistrale do Košutnjaka i nastavak je Žarkova. Na južnoj strani je omeđeno kasnijom izgradnjom...,VPR/1,Opština Čukarica,450.0,2023-04-07,3.0,70.0,Sandžačka,Cerak,"Beograd, Čukarica, Cerak, Sandžačka",https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-cukarica-cerak-sandzacka/5425642484120?kid=1
Agencija,Beograd,"Kompletno opremljen, funkcionalan stan u novogradnji, odvojena spavaća soba. Agencijska provizija se plaća u iznosi od 50% dogovorene jednomesečne...",II/2,Opština Zemun,500.0,2023-04-07,1.5,35.0,Cara Dušana,Gornji grad,"Zemun, novogradnja, funkcionalan, ID 20100",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun-novogradnja-funkcionalan-id-20100/5425642976547?kid=1
Agencija,Beograd,Izdajem opremljen stan u novogradnji na prvom spratu na Mirijevu. Stan je potpuno opremljen modernim nameštajem i ugradnom kuhinjom sa belom tehnikom...,I,Opština Zvezdara,600.0,2023-04-07,2.0,45.0,Teodora Mirijevskog,Mirijevo,Izdavanje stana-Beograd-Mirijevo,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stana-beograd-mirijevo/5425642976336?kid=1
Agencija,Beograd,"Odlican, nov, useljiv stan sa garaznim mestom. Na prvom spratu, prazan sa kompletno namestenom kuhinjom sa belom tehnikom, ugradni plakari. Moze da...",I,Opština Savski venac,1300.0,2023-04-07,2.0,60.0,Hercegovačka,Beograd na vodi,"BW Magnolia, Hercegovačka, stan 60m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-magnolia-hercegovacka-stan-60m2/5425642794289?kid=1
Agencija,Beograd,"Kompletno renoviran stan, potpuno opremljen, funkcionalan, dve spavaće sobe, kupatilo i toalet, ostava, južno orijentisan, zoniran parking ispred...",II/7,Opština Novi Beograd,800.0,2023-04-07,3.0,78.0,Bulevar Arsenija Čarnojevića,Blok 22,"Blok 22, renoviran, komforan, ID 15041",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-22-renoviran-komforan-id-15041/5425642882731?kid=1
Agencija,Beograd,"Funkcionalan stan na spratu privatne kuće, ispod kog se nalazi lokal, potpuno opremljen, poseduje dve spavaće sobe, poseduje zaseban ulaz, ispred se...",I,Opština Novi Beograd,500.0,2023-04-07,2.5,55.0,Surčinska,Ledine,"Ledine, novogradnja, funkcionalan, ID 20099",https://www.halooglasi.com/nekretnine/izdavanje-stanova/ledine-novogradnja-funkcionalan-id-20099/5425642976531?kid=1
Agencija,Beograd,"Dvoiposoban stan u neposrednoj blizini Savskog keja, potpuno namešten, izuzetno svetao i osunčan, TV, kablovska, internet. Dozvoljeni kućni ljubimci....",V/7,Opština Novi Beograd,900.0,2023-04-07,2.5,65.0,Dr Ivana Ribara,Blok 45 (TC Enjub),"Dr Ivana Ribara, izdavanje ID#1279",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dr-ivana-ribara-izdavanje-id1279/5425642585514?kid=1
Agencija,Beograd,"Prekrasan stan u centru Beograda, na Obilićevom vencu u pešačkoj zoni. Zgrada je sa liftom. Stan je odmah useljiv. Obavezan depozit. Nisu dozvoljeni...",III/5,Opština Stari grad,700.0,2023-04-07,0.5,24.0,Obilićev venac,Obilićev venac,"Za preporuku, garsonjera na Obilićevom vencu",https://www.halooglasi.com/nekretnine/izdavanje-stanova/za-preporuku-garsonjera-na-obilicevom-vencu/5425642879053?kid=1
Agencija,Beograd,"U prilici smo da Vam ponudimo stan u luksuznoj zgradi ""Aria"" unutar stambeno-poslovnog kompleksa ""Beograd na vodi"". Zgrada se nalazi u neposrednoj...",VIII/19,Opština Savski venac,1200.0,2023-04-07,2.0,53.0,Bulevar Vudroa Vilsona,Beograd na vodi,"Lux, BW-Aria, 2.0, 53 m2 sa garažnim mestom",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-bw-aria-2-0-53-m2-sa-garaznim-mestom/5425642975918?kid=1
Vlasnik,Beograd,"Svetao salonski stan, u strogom centru grada, u mirnoj ulici sa prelepim pogledom na Sabornu crkvu. Stan je idealan za poslovni prostor i izdaje se...",I/3,Opština Stari grad,1300.0,2023-04-07,3.0,90.0,Rajićeva,Knez Mihailova,Salonac u Rajićevoj ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/salonac-u-rajicevoj/5425642976320?kid=1
Agencija,Beograd,"Komforan salonac, renoviran, potpuno opremljen, tri spavaće sobe, sam centar grada. Agencijska provizija se plaća u iznosi od 50% dogovorene...",I/5,Opština Stari grad,1700.0,2023-04-07,4.0,110.0,Dositejeva,Dorćol,"Dorćol, renoviran, komforan, ID 20098",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dorcol-renoviran-komforan-id-20098/5425642976617?kid=1
Agencija,Beograd,"Kompletno renoviran, jako lepo sređen stan, funkcionalan, poptuno opremljena kuhinja, tri spavaće sobe, kupatilo i toalet, trostrano orijentisan,...",VPR/4,Opština Vračar,1300.0,2023-04-07,4.0,80.0,Alekse Nenadovića,Slavija,"Slavija, renoviran, može i pp, ID 20097",https://www.halooglasi.com/nekretnine/izdavanje-stanova/slavija-renoviran-moze-i-pp-id-20097/5425642976523?kid=1
Agencija,Beograd,"Useljiv dupleks u novom kompleksu, direktno iz lifta se ulazi u stan, gore-kuhinja sa trpezarijom+dnevna soba+terasa od 30kvm+ostava+wc, dole-2...",IV/5,Opština Voždovac,1800.0,2023-04-07,3.0,150.0,Vojislava Nanovića,Lekino brdo,Merin Hil-useljiv dupleks sa 2 garaže,https://www.halooglasi.com/nekretnine/izdavanje-stanova/merin-hil-useljiv-dupleks-sa-2-garaze/5425642976322?kid=1
Agencija,Beograd,Izdaje se prostran stan od 60m2 pogodan za poslovni prostor. Smešten je u zgradi sa uredno održavanim i čistim ulazom. Stan se nalazi na 3 spratu do...,III/12,Opština Novi Beograd,500.0,2023-04-07,3.0,60.0,Jurija Gagarina,Blok 70 (kineski tržni centar),Blok 70 - pogodan za poslovni prostor,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-70---pogodan-za-poslovni-prostor/5425642976321?kid=1
Agencija,Beograd,"Namešten stan na odličnoj lokaciji sa malim mesečnim troškomvima u zgradi sa liftom PROSTORIJE: hodnik, kupatilo, terasam kuhinjsko dnevni prostor...",III/7,Opština Stari grad,600.0,2023-04-07,0.5,38.0,Cara Dušana,Dorćol,Odličan stan na Dorćolu ID#3043,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-stan-na-dorcolu-id3043/5425642792981?kid=1
Vlasnik,Beograd,"Sređen, svetao stan, dobra izolacija, u centru Rakovice. Odmah useljiv. ",II/4,Opština Rakovica,300.0,2023-03-30,1.0,33.0,Pilota Mihaila Petrovića,Centar,"Rakovica, jednosoban stan",https://www.halooglasi.com/nekretnine/izdavanje-stanova/rakovica-jednosoban-stan/5425642952890?kid=3
Agencija,Beograd,"Izdaje se nov namešten stan u novoj zgradi, nov nameštaj i blea tehnika, kompletno opremljen. Zgrada ima lift, grejanje je etažno PROSTORIJE: hodnik,...",III/7,Opština Zvezdara,800.0,2023-04-07,3.5,71.0,Vitezova Karađorđeve Zvezde,Mirijevo,Nov namešten stan u Mirijevu ID#3042,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-namesten-stan-u-mirijevu-id3042/5425642792982?kid=1
Agencija,Beograd,Salonac sa dva ulaza. Grejanje u stanu je na dve inverter klime i dve ta peći. Renoviran sa novim nameštajem i novom kuhinjom. Stan je dvostrano...,I/5,Opština Vračar,1800.0,2023-04-07,3.5,125.0,Svetozara Markovića,Cvetni trg,Renoviran stan na odličnoj lokaciji ID#3046,https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-stan-na-odlicnoj-lokaciji-id3046/5425642792984?kid=1
Agencija,Beograd,"Novi Beograd, The One, Omladinskih brigada; 118m2, 4.0, II/6, toplotne pumpe, lift, klima, interfon, internet, garažno mesto; Fantastičan...",II/6,Opština Novi Beograd,1800.0,2023-03-30,4.0,118.0,Omladinskih brigada,Blok 64,"The One, 118m2, 4.0, II/6, lift, tp, lux ID#1549",https://www.halooglasi.com/nekretnine/izdavanje-stanova/the-one-118m2-4-0-ii6-lift-tp-lux-id1549/5425642804295?kid=3
Agencija,Beograd,"Stari grad, Skadarlija-Bajlonijeva pijaca, Džordža Vašingtona; 22m2, 0.5, IV/5, TA, lift, terasa, interfon, internet, kablovska; Izuzetno...",IV/5,Opština Stari grad,300.0,2023-03-30,0.5,22.0,Džordža Vašingtona,Skadarlija,"Skadarlija, 22m2, 0.5, IV/5, lift, terasa ID#1550",https://www.halooglasi.com/nekretnine/izdavanje-stanova/skadarlija-22m2-0-5-iv5-lift-terasa-id1550/5425642804628?kid=3
Agencija,Beograd,"Bajlonijeva pijaca, Hercega Stjepana; 60m2, 2.5, II/3, TA, klima, dva mokra čvora, mašina za pranje i sušenje veša, interfon, internet, kablovska;...",II/3,Opština Stari grad,600.0,2023-03-30,2.5,60.0,Herceg Stjepana,Dorćol,"Donji Dorćol, 60m2, 2.5, II/3 ID#1572",https://www.halooglasi.com/nekretnine/izdavanje-stanova/donji-dorcol-60m2-2-5-ii3-id1572/5425642925875?kid=3
Vlasnik,Beograd,"Stan se nalazi na manje od 5 minuta od autobuskog stajališta linija:47,48,50,54,59,502,E5, Maxi-ja,10 minuta od Banjičke pijace i Lidla, 20 min. do...",III/4,Opština Rakovica,250.0,2023-04-07,0.5,21.0,Srpskih udarnih brigada,Kanarevo brdo,Izdaje se garsonjera na Kanarevom brdu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-garsonjera-na-kanarevom-brdu/5425634755517?kid=1
Vlasnik,Beograd,"Izdaje se nov stan sa novim stvarima 42m2. Ima klimu, masinu za pranje, TA peci 2x, TV i kompletno namestenu kuhhinju, PVC prozori sa automatskim...",III/3,Opština Palilula,300.0,2023-04-07,2.0,42.0,Dr. Dragise Misovica br. 7,Kotež,Izdaje se nov namesten dvosoban  stan 42m2,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-nov-namesten-dvosoban-stan-42m2/5425642890740?kid=1
Agencija,Beograd,"Omladinskih brigada, West Tower; 61m2, 2.0, XXV sprat, cg, klima, lift, interfon, internet, garažno mesto; Kompletno luksuzno opremljen i namešten...",XXV,Opština Novi Beograd,2000.0,2023-03-30,2.0,61.0,Omladinskih brigada,Blok 65,"West Tower, 61m2, 2.0, XXV, garaža ID#1575",https://www.halooglasi.com/nekretnine/izdavanje-stanova/west-tower-61m2-2-0-xxv-garaza-id1575/5425642933617?kid=3
Agencija,Beograd,"Predivno sređen stan u Tiršovoj ulici, 7 sprat, lift, 1.0, 37m2, CG. Stan pruža miran život. Nalazi se u neposrednoj blizini marketa, škole, vrtića,...",VII,Opština Savski venac,800.0,2023-03-30,1.0,37.0,Tiršova,Centar,"Predivan stan u Tiršovoj ulici, 1.0, 37 m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/predivan-stan-u-tirsovoj-ulici-1-0-37-m2/5425642952799?kid=3
Vlasnik,Beograd,"Dedinje - stan/kuća za izdavanje. Donji nivo: ulaz, dnevna soba, kuhinja i kupatilo, klima Gornji nivo: radna soba, spavaća soba sa kupatilom, klima....",,Opština Savski venac,1150.0,2023-03-30,2.5,100.0,Alekse Bačvanskog,Dedinje,Dedinje - stan za izdavanje / apartment for rent,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dedinje---stan-za-izdavanje-apartment-for-ren/5425642951584?kid=3
Agencija,Beograd,"Izvanredan apartman u zgradi Savograda na najboljoj lokaciji Novog Beograda, izuzetno povezanog sa svim delovima grada. Namešten, dvostrano...",III/9,Opština Novi Beograd,1500.0,2023-03-29,3.0,96.0,Milentija Popovića,Sava centar,"Savograd - moderan, kompletno opremljen apartman",https://www.halooglasi.com/nekretnine/izdavanje-stanova/savograd---moderan-kompletno-opremljen-apartm/5425642721582?kid=3
Agencija,Beograd,"Izvanredan, kompletno opremljen apartman u novoj zgradi Zep Terra, u neposrednoj blizini West Kule; odlično povezan sa svim delovima grada. Stan sa...",,Opština Novi Beograd,1200.0,2023-03-29,2.0,56.0,Bulevar heroja sa Košara,Blok 65,"Nov, lux, kompletno namešten, sa garažom",https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-lux-kompletno-namesten-sa-garazom/5425642951579?kid=3
Agencija,Beograd,"Dvosoban, kompletno opremljen prostran stan, sa terasom - baštom. Stan se nalazi u prizemlju i ima svoj deo dvorišta. Izuzetno uređeno, renovirano,...",PR,Opština Grocka,350.0,2023-03-29,2.0,60.0,,Kaluđerica,"Dvosoban prostran stan, Kaluđerica 60m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-prostran-stan-kaludjerica-60m2/5425642951088?kid=3
Agencija,Beograd,"Trosoban, luksuzan stan kod Hrtama Svetog Save, sa svojim garažnim mestom kompletno namešten, veoma prostran i savremen. Stan se izfdaje na duži...",IV/4,Opština Vračar,1800.0,2023-03-29,3.0,150.0,,Hram svetog Save,Trosoban Lux stan kod Hrama Svetog Save,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-lux-stan-kod-hrama-svetog-save/5425642900984?kid=3
Agencija,Beograd,"Izdaje se odličan stan u Mileševskoj ulici kod Kalenić pijace ukupne površine 79m2 sa terasom. Stan je dvostran, svetao. Izdaje se...",II/5,Opština Vračar,700.0,2023-03-29,3.0,79.0,Mileševska,Kalenić pijaca,"Kalenić,Mileševska,69+10m2,renta ID#44782",https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalenic-milesevska-6910m2-renta-id44782/5425642924670?kid=3
Agencija,Beograd,"Stan sa 3 spavaće sobe i 3 kupatila, nalazi se na 2 minuta od Kalenić pijace, na 4. spratu zgrade novije gradnje sa liftom. Veoma prostran, svatao,...",IV/5,Opština Vračar,2000.0,2023-03-29,4.0,135.0,Baba Višnjina,Kalenić pijaca,Vračar- 4.0 Baba Višnjina,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar--4-0-baba-visnjina/5425642950418?kid=3
Vlasnik,Beograd,Stan u Zemunu 45kv zasebna jedinica kuća u dvorištu u mirnom kraju Zemuna blizu Prvomajske ulice Renoviran objekat pre godinu dana uradjena izolacija...,PR/1,Opština Zemun,350.0,2023-03-29,1.5,45.0,mozerova,Prvomajska,Stan u Zemunu 45kv,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-u-zemunu-45kv/5425642146986?kid=3
Agencija,Beograd,"U prilici smo da vam ponudimo potpuno lux namesten, izuzetno komforan stan u bloku 28. Odlicna lokacija, centar Novog Beograda. Struktura stana:...",XI/11,Opština Novi Beograd,1000.0,2023-04-05,3.0,105.0,Bulevar Arsenija Čarnojevića,Blok 28,Blok 28 trosoban,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-28-trosoban/5425642924049?kid=3
Agencija,Beograd,"Stan se nalazi u centru Vracara, u Baba Visnjinoj, kod Kalenic pijace. Po strukturi je jednoiposoban,namesten stan, na 4 spratu sa liftom,cg. SBB....",IV,Opština Vračar,450.0,2023-03-29,1.5,30.0,Baba Višnjina,Centar,"U centru Vracara, namesten,na duze",https://www.halooglasi.com/nekretnine/izdavanje-stanova/u-centru-vracara-namesten-na-duze/5425642928821?kid=3
Vlasnik,Beograd,"Stan u kuci zaseban ulaz namešten.Nisu dozvoljeni kućni ljubimci,placanje mesecno,odmah useljiv.",II/2,Opština Voždovac,200.0,2023-03-29,1.0,30.0,Djurdjevdanska 26 ,Kumodraž,Jednosoban namešten ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/jednosoban-namesten/5425642949991?kid=3
Vlasnik,Beograd,"Izdaje se dvoiposoban, potpuno namešten stan sa 2 garažna mesta. Nalazi se na početku Južnog bulevara. Stan poseduje dve zasebno odvojene sobe,...",I/6,Opština Vračar,1000.0,2023-04-05,2.5,64.0,Politova,Južni bulevar,Juzni bulevar. STAN SA 2 GARAŽNA MESTA,https://www.halooglasi.com/nekretnine/izdavanje-stanova/juzni-bulevar-stan-sa-2-garazna-mesta/5425639860729?kid=3
Vlasnik,Beograd,Izdajem kompletno namesten stan na odlicnoj lokaciji.,I/5,Opština Voždovac,500.0,2023-04-04,1.5,38.0,Vojvode Stepe,Vojvode Stepe,Izdajem stan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan/5425642924150?kid=3
Agencija,Beograd,"Beograd na vodi – Belgrade Waterfront Luksuzna zgrada sa 24h recepcijom, luksuzan lobi sa tri brza lifta Potpuno nov stan – penthouse, smešten na...",XVII/17,Opština Savski venac,1800.0,2023-04-04,3.0,92.0,Bulevar Vudroa Vilsona,Beograd na vodi,Lux komforan stan u Beogradu na vodi sa garažom,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-komforan-stan-u-beogradu-na-vodi-sa-garaz/5425642969364?kid=3
Vlasnik,Beograd,Izdajem dvosoban opremljen stan sa terasom u Beogradu na duže. Stan je u zgradi na 4 spratu u Braće Jerković 2 kod okretnice bus 26 ulica Klinska. Cg...,IV/4,Opština Voždovac,300.0,2023-03-29,2.0,45.0,Klinska,Braće Jerković,Stan u Braće Jerković - Beograd,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-u-brace-jerkovic---beograd/5425635938311?kid=3
Vlasnik,Beograd,"Izdaje stan na dan na Banjici, u ulici Beranskoj 9a ( na minimalno 2 noci). Stan je u novoj zgradi i ispred zgrade je obezbedjen parking. U stanu je...",II/3,Opština Voždovac,40.0,2023-03-29,3.0,65.0,Beranska,Banjica,"Stan na dan, mesec, kraci period",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-dan-mesec-kraci-period/5425642949449
Vlasnik,Beograd,"Garsonjera useljiva odmah. U cenu ukljuceni troskovi centralnog grejanja, infostana, interneta i kablovske televizije. Depozit po dogovoru.",I/1,Opština Zemun,350.0,2023-03-29,0.5,30.0,Hercegovačka,Prvomajska,"Garsonjera, u cenu ukljuceno CG,infostan, internet",https://www.halooglasi.com/nekretnine/izdavanje-stanova/garsonjera-u-cenu-ukljuceno-cg-infostan-inter/5425642950036?kid=3
Vlasnik,Beograd,"Luksuzno kompletno opremljen stan novim namestajem, useljiv odmah, zgrada ne poseduje lift, stan se nalazi na V spratu, sve je novo! Samo za ozbiljne...",V/5,Opština Voždovac,450.0,2023-04-04,1.5,37.0,Ignjata Joba,Medaković 2,Top lokacija-Lux renoviran,https://www.halooglasi.com/nekretnine/izdavanje-stanova/top-lokacija-lux-renoviran/5425642968987?kid=3
Vlasnik,Beograd,"Izdajem,nov ,dvosoban ,kompletno namesten stan:nov nsmestaj,klima ves masina.U cenu stana uracunate...",I/2,Opština Novi Beograd,500.0,2023-04-04,2.0,48.0,Radivoja Markovic,Ledine,"Nov namesten stan,cena sa svim.dazbinama",https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-namesten-stan-cena-sa-svim-dazbinama/5425642864165?kid=3
Vlasnik,Beograd,"Stan je opremljen za zivot idealno za samce, studente ili dve osobe... Sto se tice komunalija pokrivene su subvencijama pa su samim tim i toroskovi...",I/10,Opština Stari grad,350.0,2023-04-04,1.0,24.0,Visokog Stevana,Dorćol,Izdajem garsonjeru,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-garsonjeru/5425642969348?kid=3
Agencija,Beograd,"Odličan, svetao, 1.5 namešten stan( nov nekorišćen nameštaj). U stanu postavljen nov laminat. Uredna zgrada, sa dva lifta.Agencijska provizija 50% od...",VI/7,Opština Zvezdara,500.0,2023-04-04,1.5,46.0,Mis Irbijeve,Denkova bašta,"Odličan 1.5 stan, Mis Irbijeve, Beo shopping centa",https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-1-5-stan-mis-irbijeve-beo-shopping-ce/5425642922276?kid=3
Agencija,Beograd,"Odličan dvosoban stan od 53m2 u novom kompleksu, zgrada ZepTerra na Novom Beogradu, u Bloku 65 na 4. spratu. Dnevni boravak, trpezarija, kuhinja,...",IV/9,Opština Novi Beograd,1050.0,2023-04-04,2.0,53.0,Tadije Sondermajera,Blok 65,"Lux 2.0 stan od 53m2 u ZepTerri, Blok 65",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-2-0-stan-od-53m2-u-zepterri-blok-65/5425642968568?kid=3
Agencija,Beograd,"Izdaje se dvosoban stan površine 38m2 u okviru kompleksa K District, u neposrednoj blizini Kalemegdana. Stan se sastoji iz dnevnog boravka sa...",,Opština Stari grad,500.0,2023-04-04,2.0,38.0,Bulevar vojvode Bojovića,Dorćol,Nenamešten dvosoban stan u K District kompleksu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nenamesten-dvosoban-stan-u-k-district-komplek/5425642968199?kid=3
