ad_owner,city,description,floor,municipality,price,publish_date,room_num,sqr_m,street,suburb,title,url_link
Agencija,Beograd,"Na samoj granici sa Novim Beogradom, na samom zemunskom keju, nalazi se ovaj dvoiposoban stan. Smešten je u urednoj i održavanoj zgradi sa tri lifta,...",II/20,Opština Zemun,550.0,2023-04-03,2.5,77.0,Karađorđeva,Kej,"Zemun, Kej, izdavanje, namešten dvoiposoban stan",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun-kej-izdavanje-namesten-dvoiposoban-stan/5425642869746?kid=3
Agencija,Beograd,"U prestižnom naselju na Novom Beogradu, West 65, koji je izvanredan primer spoja savremene umetnosti i arhitekture, nalazi se ovaj dvosoban stan za...",II/6,Opština Novi Beograd,1100.0,2023-04-03,2.0,60.0,Omladinskih brigada,Blok 65,"West 65, izdavanje nov, lux 2,0 sa garažnim mestom",https://www.halooglasi.com/nekretnine/izdavanje-stanova/west-65-izdavanje-nov-lux-2-0-sa-garaznim-mes/5425642734064?kid=3
Vlasnik,Beograd,"Stambeni objekat je na mirnoj lokaciji, zaklonjen od buke.Stan se nalazi na maloj udaljenosti od Požeške ulice dok u okolini stambenog objekta...",V/5,Opština Čukarica,350.0,2023-04-03,1.0,35.0,Udbinska,Banovo brdo,Jednosoban stan sa galerijom na Banovom Brdu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/jednosoban-stan-sa-galerijom-na-banovom-brdu/5425642963067?kid=3
Vlasnik,Beograd,"A-Blok – nov, kompletno namešten i odmah useljiv 4.5-soban stan - 103m2, na 3.spratu. Ima 2 ulaza (dva spojena dvosobna stana), 2 velika kupatila, 2...",III/7,Opština Novi Beograd,1500.0,2023-04-03,4.5,103.0,Uroša Martinovića,Blok 67a (A blok),"A-Blok – namešten, odmah useljiv 4.5 soban",https://www.halooglasi.com/nekretnine/izdavanje-stanova/a-blok-namesten-odmah-useljiv-4-5-soban/5425642871268?kid=3
Vlasnik,Beograd,Kompletno namesten i moderan stan sa svom potrebnom belom tehnikom u izuzetno mirnom i novije izgradjenom stambenim kompeksu. Slobodan parking oko...,I/7,Opština Novi Beograd,800.0,2023-04-03,2.0,45.0,Mileve Marić Ajnštajn,Blok 72,"Lux stan, M. Marić Ajnštajn, blok 72, Novi Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-m-maric-ajnstajn-blok-72-novi-beogra/5425642962557?kid=3
Vlasnik,Beograd,"Nov, namešten, pogled u dvorište",III/6,Opština Novi Beograd,1200.0,2023-04-02,3.0,60.0,Omladinskih brigada,Blok 67a (A blok),Stan Rent Omladinskih Brigada TheOne ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-rent-omladinskih-brigada-theone/5425642962374?kid=3
Vlasnik,Beograd,"Stan u okviru luksuznog novog stambeno-poslovnog objekta u bloku 65 - ZepTerra, okružen objektima: Wellport, West 65, The one. Zgrada poseduje smart...",IV/9,Opština Novi Beograd,1050.0,2023-04-02,2.0,53.0,Tadije Sondermajera,Blok 65,"ZepTerra, Nov 2.0, neuseljavan",https://www.halooglasi.com/nekretnine/izdavanje-stanova/zepterra-nov-2-0-neuseljavan/5425642962013
Vlasnik,Beograd,"Voždovac, Vojvode Vlahovića; Luksuzno opremljen trosoban stan od 51m2, 3.0, u prizemlju novije zgrade. Poseduje interfon, video nadzor oko zgrade,...",PR,Opština Voždovac,800.0,2023-04-02,3.0,51.0,Predraga Tomića,Vojvode Vlahovića,Naselje Vojvode Vlahovića Lux stan 3.0,https://www.halooglasi.com/nekretnine/izdavanje-stanova/naselje-vojvode-vlahovica-lux-stan-3-0/5425642852078?kid=3
Agencija,Beograd,"Nudimo vam stan u novoizgrađenoj zgradi, u blizini Gospodara Vučića. Stan je tek završen i nikada useljivan, tako da će zakupci biti prvi stanari....",III/6,Opština Vračar,550.0,2023-04-12,3.0,56.0,,Gospodara Vučića,Novo - 56m2 - 3.0 - Garaža,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novo---56m2---3-0---garaza/5425642990950?kid=1
Vlasnik,Beograd,"Izdajem 1.5 soban stan 40m2 u Ulici Ljube Tadica Mirijevo 1.Stan se sastoji od ulaznog hodnika ,kupatila, dnevne sobe sa kuhinjom,spavaće sobe i...",III/3,Opština Zvezdara,350.0,2023-04-02,1.5,40.0,Ljube Tadica,Mirijevo,Mirijevo 1.5 soban,https://www.halooglasi.com/nekretnine/izdavanje-stanova/mirijevo-1-5-soban/5425641795794?kid=3
Vlasnik,Beograd,"Renoviran stan, izdaje se na duži vremenski period. Mogućnost dogovora.",II/4,Opština Čukarica,500.0,2023-04-02,2.5,52.0,Požeška,Banovo brdo,"Dvosoban stan, Banovo brdo, Požeška",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-stan-banovo-brdo-pozeska/5425642961131
Agencija,Beograd,"Izdaje se divan dvosoban stan na prima lokaciji. Stan se nalazi u predratnoj zgradi u Molerovoj ulici, stotinak metara udaljenoj od Krunske. Ono sto...",III/4,Opština Vračar,900.0,2023-04-12,2.0,64.0,Molerova,Hram svetog Save,"Divan dvosoban stan na Vračaru, 64kvm",https://www.halooglasi.com/nekretnine/izdavanje-stanova/divan-dvosoban-stan-na-vracaru-64kvm/5425642991251?kid=1
Agencija,Beograd,"Izdaje se na duži period kompletno renoviran, opremljen dvosoban stan. Stan je svetao, trostrano orjentisan. Ulazno predsoblje sa dva ugradna...",III/6,Opština Voždovac,800.0,2023-04-12,2.0,48.0,Ustanička,Dušanovac,"Renoviran,neuseljavan,komplet opremljen 2.0 stan,4",https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-neuseljavan-komplet-opremljen-2-0-s/5425642991241?kid=1
Agencija,Beograd,"Izdaje se dvosoban namešten stan u blizini Starog merkatora. Stan je kompletno namešten i odmah useljiv. Stan nema obezbeđen parking, već je u...",IX,Opština Novi Beograd,600.0,2023-04-12,2.0,45.0,Aleksinačkih rudara,Stari Merkator,"Stari merkator,Aleksinačkih rudara ID#15990",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-merkator-aleksinackih-rudara-id15990/5425642898286?kid=1
Agencija,Beograd,Izdaje se dvoiposoban namešten stan na Vračaru. Useljiv je od 01.05. Agencijska provizija je 50% od ugovorene cene zakupa.,PR,Opština Vračar,800.0,2023-04-12,2.5,52.0,Niška,Čubura,"Čubura, 2.5 namešten ID#1998",https://www.halooglasi.com/nekretnine/izdavanje-stanova/cubura-2-5-namesten-id1998/5425642991239?kid=1
Agencija,Beograd,"Novi beograd, blok 65, Tadije Sondermajera. Potpuno nov 2.0 stan , 53m²,u okviru luksuznog stambeno-poslovnog kompleksa, u zgradi ZepTerra. Stan je...",IV/9,Opština Novi Beograd,1050.0,2023-04-12,2.0,53.0,Tadije Sondermajera,Blok 65,"Blok 65, odličan, neuseljavan 2.0 stan ID#1964",https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-65-odlican-neuseljavan-2-0-stan-id1964/5425642991238?kid=1
Agencija,Beograd,"Izdaje se stan u ulici Admirala Geprata u blizini kafića `Monument'. Stan se sastoji od dnevnog boravka, kuhinje, spavaće sobe, kupatila i terase....",VI/6,Opština Savski venac,550.0,2023-04-12,1.5,35.0,Admirala Geprata,Savski trg - Pristanište,"Strogi centar, pogled na Finansijski park, komplet",https://www.halooglasi.com/nekretnine/izdavanje-stanova/strogi-centar-pogled-na-finansijski-park-komp/5425642991237?kid=1
Vlasnik,Beograd,"Renoviran, kompletno namešten i odmah useljiv stan sa ostavom na prvom spratu u blizini pijace i škole. Stan nema fiksni telefon i centralno grejanje...",I/4,Opština Čukarica,250.0,2023-04-12,1.5,40.0,Žila Verna,Sremčica,"Sremčica naselje ( škola,pijaca )",https://www.halooglasi.com/nekretnine/izdavanje-stanova/sremcica-naselje-skola-pijaca/5425642989408
Agencija,Beograd,"Na poklon osiguranje nepokretnosti istvari domaćinstva u trajanju od 1 godine!!! 3.0, 72m2, mermerni radijatori, IV/VI, lift, telefon, interfon....",IV/6,Opština Savski venac,1200.0,2023-04-12,3.0,72.0,Kneza Miloša,Centar,"3.0 stan u Centru, Kneza Miloša ID#1719",https://www.halooglasi.com/nekretnine/izdavanje-stanova/3-0-stan-u-centru-kneza-milosa-id1719/5425642898300?kid=1
Agencija,Beograd,Lepo namešten i elegantan stan za izdavanje! Stan je smešten u prelepom kraju u mirnoj jednosmernoj ulici i savršeno je opremljen za svakodnevni...,I/4,Opština Vračar,600.0,2023-04-12,1.5,37.0,Cerska,Crveni krst,"Crveno krst, novogradnja, lux, opremljen ID#1094",https://www.halooglasi.com/nekretnine/izdavanje-stanova/crveno-krst-novogradnja-lux-opremljen-id1094/5425642983137
Agencija,Beograd,"Odličan renoviran stan, mirno, jugoistočno orjentisan, dvostran, odmah useljiv. Ifrastruktura odlična. Sam stan je odličan za porodicu. Vlasnici nisu...",III/7,Opština Novi Beograd,800.0,2023-04-12,2.5,68.0,Bulevar Arsenija Čarnojevića,Blok 29,Blok 29,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-29/5425642990452?kid=1
Agencija,Beograd,"U mirnom kraju Zvezdare, u Velikomoravskoj ulici, izdaje se koplatno namešten stan, idealan za velike porodice. U neposrednoj blizini nalaze se Beo...",III/4,Opština Zvezdara,650.0,2023-04-12,4.0,96.0,,Denkova bašta,"Odličan 4.0 stan od 96m2, Denkova bašta",https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-4-0-stan-od-96m2-denkova-basta/5425642990448?kid=1
Agencija,Beograd,"Agencijski ID 46462 stan u Dr.Ivana Ribara, useljiv odmah, 72m2, cena 800, 2.5 soban. NACIN PLACANJA:agencijska provizija 2% Reg.br.148",,Opština Novi Beograd,800.0,2023-04-12,2.5,72.0,,Dr Ivana Ribara,"2,5 stan u Dr.Ivana Ribara ID 46462",https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-5-stan-u-dr-ivana-ribara-id-46462/5425642990941?kid=1
Agencija,Beograd,"Izdaje se stan na 5 spratu zgrade koji je po strukturi dvosoban i veoma dobro osvetljen. Ukupna površina stana je 63 kvadratna metra, što ga čini...",V/8,Opština Novi Beograd,700.0,2023-04-12,2.0,63.0,Bulevar Milutina Milankovića,Tošin bunar,"Milutina Milankovića-2.0, 63m2",https://www.halooglasi.com/nekretnine/izdavanje-stanova/milutina-milankovica-2-0-63m2/5425642990740?kid=1
Vlasnik,Beograd,"Dvosoban stan u novom naselju Paunov Breg polunamesten. Zapadno orijentisan na trecem spratu . Stan se sastoji od dnevne sobe, spavace sobe, kuhinje,...",III/7,Opština Voždovac,600.0,2023-04-12,2.0,45.0,Bulevar JNA,Banjica,Paunov Breg dvosoban stan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/paunov-breg-dvosoban-stan/5425642990738?kid=1
Agencija,Beograd,"U neposrednoj blizini Ambasada Belorusije, u novoj i vrlo kvalitetnoj zgradi, izdajemo izuzetno lep, prostran i moderno uređen stan. Sastoji se od...",IV/7,Opština Savski venac,2100.0,2023-04-12,4.0,127.0,Deligradska,Centar,"Slavija, lux, komforan, odmah useljiv ID#1201",https://www.halooglasi.com/nekretnine/izdavanje-stanova/slavija-lux-komforan-odmah-useljiv-id1201/5425642990441?kid=1
Agencija,Beograd,"Mikrolokacija: Banjica, naselje sa kompletnom infrastrukturom i sadržajima potrebnim za savremeni život. Pozicija nadomak velikih trgovinskih kuća,...",I/6,Opština Voždovac,450.0,2023-04-12,2.0,50.0,Učiteljice Leontine Kraus,Banjica,"Banjica, Leontine Kraus, 2.0, 50m2, namešten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/banjica-leontine-kraus-2-0-50m2-namesten/5425642988765?kid=1
Agencija,Beograd,"Izdaje se dvosoban namešten stan u blizini Arene. Stan ima 2 lođe, od kojih je jedna zatvorena. Pogodan je za poslovni prostor. Infostan, struja i...",IV,Opština Novi Beograd,650.0,2023-04-12,2.0,67.0,Antifašističke borbe,Blok 22,"Arena, 2.0 prazan, useljiv ID#14413",https://www.halooglasi.com/nekretnine/izdavanje-stanova/arena-2-0-prazan-useljiv-id14413/5425642990437?kid=1
Vlasnik,Beograd,"Apartman useljiv od 01.04.2023. Nalazi se u samom centru grada. Par koraka od setalista Bg na vodi, Knez Mihajlove i Zelenog venca. Dobro...",I/2,Opština Stari grad,450.0,2023-03-31,1.5,45.0,Gavrila Principa,Savamala,Apartman Bridge,https://www.halooglasi.com/nekretnine/izdavanje-stanova/apartman-bridge/5425642087001?kid=3
Agencija,Beograd,Stan na atraktivnoj lokaciji u Beogradu na vodi - BW Verde. U pitanju je nov i kompletno opremljen stan. Stan se sastoji od prostranog dnevnog...,IV/23,Opština Savski venac,2400.0,2023-04-12,3.0,81.0,Bulevar Vudroa Vilsona,Beograd na vodi,BW Verde - 20 - Beograd na vodi,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-verde---20---beograd-na-vodi/5425642989417?kid=1
Agencija,Beograd,"Nov stan sa novim nameštajem, EG (info oko 1500din),klima,terasa,maš.za sudove,dnevna+sp.soba, parking, 500e+DEP+ag.provizija 50% 061/7000368",I/5,Opština Voždovac,500.0,2023-04-12,1.5,44.0,Svetozara Radojčića,Medaković 3,1.5 nov stan,https://www.halooglasi.com/nekretnine/izdavanje-stanova/1-5-nov-stan/5425642900046?kid=1
Agencija,Beograd,"Izdaje se renoviran, moderno i kompletno opremljen, udoban i svetao dvosoban stan u u Zemunu. Dvostrano je orijentisan, ušuškan i sa lepom energijom....",VIII/11,Opština Zemun,450.0,2023-03-31,2.0,48.0,,Meandri,"2.0, Zemun kod Doma zdravlja, moderno opremljen",https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-0-zemun-kod-doma-zdravlja-moderno-opremljen/5425642956600?kid=3
Vlasnik,Beograd,"U lux kondominijumu Wellporta udoban dvosoban stan za izdavanje. Zatvoreni komplleks, video nadzor, portir 24/7, park i dečji parkić u okviru...",VI/9,Opština Novi Beograd,850.0,2023-03-31,2.0,50.0,Tadije Sondermajera,Blok 65,Wellport 2.0 50 m2 udoban komplet opremljen garaža,https://www.halooglasi.com/nekretnine/izdavanje-stanova/wellport-2-0-50-m2-udoban-komplet-opremljen-g/5425642955682?kid=3
Agencija,Beograd,"Retko u ponudi. Stan u Krunskoj sa dvorištem ispred zgrade uvučen od ulice.Miran,topao i ušuškan. Lokacijski stambena jedinica koja se retko...",PR,Opština Vračar,600.0,2023-03-31,1.0,30.0,Krunska,Krunska,Krunska top lokacija ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/krunska-top-lokacija/5425642614077?kid=3
Vlasnik,Beograd,"Izdajem nov 2.5 stan, komplet opremljen, za 4 studentkinje, po 120 EUR. Stara Karaburma.",,Opština Palilula,480.0,2023-03-31,2.0,70.0,Čiče Romanijskog,Bogoslovija,"Karaburma, izdajem nov 2.5, za 4 studentkinje",https://www.halooglasi.com/nekretnine/izdavanje-stanova/karaburma-izdajem-nov-2-5-za-4-studentkinje/5425642955356?kid=3
Vlasnik,Beograd,Izdajem trosoban nenamešten stan na Vračaru (u blizini Tašmajdana). Odlična lokacija i povezanost sa svim delovima grada. Stan poseduje opremljenu...,II/5,Opština Vračar,750.0,2023-03-31,3.0,70.0,Desanke Maksimović,Bulevar kralja Aleksandra,"Trosoban stan na Vračaru, 70m2, nenamešten",https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-stan-na-vracaru-70m2-nenamesten/5425642909963?kid=3
Vlasnik,Beograd,"Lux stan sa 4 sobe, kuhinjom, 2 kompletna kupatila, 2 terase, grejanje je na toplotnu pumpu, na prvom spratu. Vlasnik je pravno lice.",II/3,Opština Savski venac,1500.0,2023-03-31,4.0,120.0,Milovana Marinkovica 10,Stadion Crvene zvezde,Lux stan kod Zvezdinog stadiona,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-kod-zvezdinog-stadiona/5425635390667?kid=3
Vlasnik,Beograd,"Izdajem namesten 1,5 stan, u blizini Ade ciganlije, lepog rasporeda, osuncan,okrecen, pogodan za porodicu ili studente. Parking,vrtic,sportski tereni...",III/6,Opština Čukarica,340.0,2023-03-31,1.5,52.0,Obalskih radnika,Čukarička padina,Izdajem stan na Cukarickoj padini,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-na-cukarickoj-padini/5425642953500
Vlasnik,Beograd,,PR,Opština Čukarica,250.0,2023-03-31,1.0,30.0,Kadinjača,Cerak,"Izdajem stan 30 kvadrata,renoviran",https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-30-kvadrata-renoviran/5425635920347?kid=3
Agencija,Beograd,"Extra Lux stan West 65 kula. Fenomenalan stan na 29. spratu kule WEST 65, sa pogledom na ceo grad. Ultra lux opremljen i spreman za useljenje. U...",XXIX,Opština Novi Beograd,1700.0,2023-03-31,2.0,60.0,Omladinskih brigada,Blok 65,Top stan West kula ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/top-stan-west-kula/5425642905691?kid=3
Vlasnik,Beograd,"Jednosoban Stan. Dušanovac, Lekino Brdo. Adresa: Braće Kovač 42. Useljiv odmah. U perfektnom stanju. Luksuzan, Novogradnja. Kompletno namesten. KATV...",I/3,Opština Voždovac,380.0,2023-03-31,1.0,33.0,Braće Kovač,Lekino brdo,"Jednosoban Stan. Dušanovac, Lekino Brdo",https://www.halooglasi.com/nekretnine/izdavanje-stanova/jednosoban-stan-dusanovac-lekino-brdo/5425642195997?kid=3
Vlasnik,Beograd,"Dvosoban Stan. Dušanovac, Lekino Brdo. Adresa: Braće Kovač 42. Useljiv odmah. U perfektnom stanju. Luksuzan, Novogradnja. Delimicno namesten. KATV i...",I/4,Opština Voždovac,440.0,2023-03-31,2.0,47.0,Braće Kovač 42,Dušanovac,"Dvosoban stan, Dušanovac, Lekino Brdo, Voždovac",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-stan-dusanovac-lekino-brdo-vozdovac/5425636038302?kid=3
Agencija,Beograd,Novo - neuseljavan U prilici smo da Vam ponudimo trosoban stan za izdavanje u Zemunu u ulici Dunavskih virova u novosagrađenom kompleksu Dunavski...,VI/7,Opština Zemun,600.0,2023-03-31,3.0,62.0,Dunavskih virova,Galenika,Zemun - Dunavskih virova - 62m2 - 3.0,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zemun---dunavskih-virova---62m2---3-0/5425642954993?kid=3
Agencija,Beograd,"Lep porodičan stan na Novom Beogradu. Kompletno je renoviran. Ima 3 spavaće sobe, prostrano kupatilo, kuhinju, dnevni boravak sa trpezarijskim delom....",VII/17,Opština Novi Beograd,850.0,2023-03-31,3.5,75.0,Bulevar Milutina Milankovića,Blok 28,Blok 28- 3.5 ,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-28--3-5/5425642954701?kid=3
Vlasnik,Beograd,"Izdaje se stan kod Partizanovog stadiona, u Humskoj ulici. Sta ima 55kvm. Sastoji se od dve prostrane spavace sobe, dnevne, hodnika, kupatila i manje...",II/4,Opština Savski venac,550.0,2023-03-30,2.0,55.0,Humska,Stadion Partizana,Renoviran stan Partizanov stadion - Renovated appt,https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-stan-partizanov-stadion---renovated/5425642953682?kid=3
Agencija,Beograd,"2.0, 38m2(terasa 2m2), Lift, podno grejanje,inverter klimoma, I/V, telefon, interfon. Namešten stan u novosagrađenoj zgradi sa podnim grejanjem i...",I/5,Opština Čukarica,500.0,2023-03-30,2.0,38.0,Paštrovićeva,Banovo brdo,"2.0 stan na Banovom brdu, Paštrovićeva ID#1583",https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-0-stan-na-banovom-brdu-pastroviceva-id1583/5425642733780?kid=3
Agencija,Beograd,"Stan je na odličnoj lokaciji. Potpuno zaseban u kući, i potpuno namešten i sređen. U cenu je uračunato grejanje, stan useljiv od 05.03.2023....",VPR/2,Opština Voždovac,500.0,2023-03-30,2.0,54.0,Braće Kovač,Lekino brdo,Stan na odličnoj lokaciji ID#30087,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-odlicnoj-lokaciji-id30087/5425642846821?kid=3
Agencija,Beograd,Komforan četvorosoban stan na četvrtom spratu dobro održavane zgrade sa liftom. Stan se sastoji iz ulaznog hodnika sa kupatilom. Velikog dnevnog...,IV,Opština Vračar,1350.0,2023-03-30,4.0,117.0,Kičevska,Centar,Vračar - Centar - 4.0 ID#17421,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar---centar---4-0-id17421/5425642793001?kid=3
Vlasnik,Beograd,"Izdaje stan u Žarkovu, odmah useljiv. Lokacija odlična u blizini se nalazi restoran Pink.Stan je renoviran.",I/3,Opština Čukarica,350.0,2023-03-30,1.0,50.0,Šavnička,Žarkovo,Izdaje se stan u Žarkovu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-stan-u-zarkovu/5425642952781
Vlasnik,Beograd,"Izdaje se stan na Banovom brdu, lokacija odlična u blizini hotela Šumadije.Odmah useljiv, stan ima dva kupatila, dnevnu sobu, spavaću i kuhinju...",II/2,Opština Čukarica,800.0,2023-03-30,5.0,130.0,Kozačinskog,Banovo brdo,Izdaje se stan na Banovom brdu,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-stan-na-banovom-brdu/5425642952380
Vlasnik,Beograd,,PR,Opština Zemun,200.0,2023-04-12,2.0,30.0,Vojni put 1.,Altina,Izdajem garsonjeru namestenu 30m2,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-garsonjeru-namestenu-30m2/5425642991946?kid=1
Agencija,Beograd,"Dvostrano orijentisan (istok - jug). Vrlo lep stan sa dve terase. Stan u visokom prizemlju - visina do prozora 3 metra. Funkcionaln, novija gradnja...",VPR/3,Opština Zvezdara,450.0,2023-04-12,1.5,35.0,Nerodinska,Severni bulevar,Nerodinska Severni bulevar Zvezdara Beograd Srbija,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nerodinska-severni-bulevar-zvezdara-beograd-s/5425642900700?kid=1
Agencija,Beograd,"Bulevar kneza Aleksandra Karađorđevića, 1/4, lođa, retko u ponudi, stan na odličnoj lokaciji, u blizini ambasada SAD, Iranske, Albanske, odlične...",I/4,Opština Savski venac,1400.0,2023-04-12,3.0,92.0,Bulevar kneza Aleksandra Karađorđevića,Dedinje,"Dedinje, 92m2, I, cg, nenamešten ID#79733",https://www.halooglasi.com/nekretnine/izdavanje-stanova/dedinje-92m2-i-cg-nenamesten-id79733/5425642076391?kid=1
Agencija,Beograd,"Čist, uredan, namešten u zgradi novije gradnje. Od prostorija: dve spavaće sobe(jedna mester), toalet, kupatilo, dnevna soba sa kuhinjom i...",I/5,Opština Zvezdara,600.0,2023-04-12,2.5,64.0,Gvozdićeva,Lion,"Lion, 64m2+terasa ID#1314",https://www.halooglasi.com/nekretnine/izdavanje-stanova/lion-64m2terasa-id1314/5425642991695?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",III,Opština Stari grad,950.0,2023-04-12,2.0,42.0,Tadeusa Koscuska,Dorćol,Centar - Stari Grad - Donji Dorcol ID#52387,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---stari-grad---donji-dorcol-id52387/5425642991694?kid=1
Vlasnik,Beograd,"Stan je pogodan za studente,parove. Nalazi se kod Više elektotehičke skole (1 min hoda), Fon-a, Političkih nauka, Saobracajnog fakulteta. Tri...",III/5,Opština Voždovac,30.0,2023-04-12,2.5,55.0,Vojvode Stepe,Vojvode Stepe,"Stan na dan kod Više elektroheničke,Fon-a,Političk",https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-dan-kod-vise-elektrohenicke-fon-a-pol/5425642440821?kid=1
Agencija,Beograd,"Kompletno namešten trosoban stan. Kuhinja sa trpezarijom, dnevna soba, dve spavaće sobe, kupatilo, toalet i terasa. Dvostrano orijentisan na samom...",II,Opština Vračar,1300.0,2023-04-12,3.0,87.0,Nebojšina,Neimar,Vračar Hram vn 386,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-hram-vn-386/5425642991745?kid=1
Agencija,Beograd,", 1/2, Ovaj salonski stan( visina 3.20) od 120 M2 nalazi se na sjajnoj mikrolokaciji. Izdaje se prazan za poslovni prostor. Uknjizen je i veoma...",I/2,Opština Stari grad,1500.0,2023-04-12,4.0,120.0,,Knez Mihailova,Stari Grad Knez Mihajlova 120m2,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-knez-mihajlova-120m2/5425642720013?kid=1
Agencija,Beograd,"Tražite moderan i prostran stan u jednom od najlepših delova Zemuna? Agencija za nekretnine ima idealno rešenje za vas! Naš nov, neuseljavan stan u...",,Opština Zemun,1100.0,2023-04-12,3.0,122.0,,Novi grad,"122m2 – Dunavskih virova, Zemun, Beograd",https://www.halooglasi.com/nekretnine/izdavanje-stanova/122m2-dunavskih-virova-zemun-beograd/5425642991678?kid=1
Agencija,Beograd,"Na Čukaričkoj padini stan kompletno namešten sa belom tehnikom. Na duži vremenski period, odmah useljiv. Depozit obavezan. Zgrada uredna, poseduje...",III/5,Opština Čukarica,400.0,2023-04-12,0.5,33.0,Obalskih radnika,Čukarička padina,Čukarička padina,https://www.halooglasi.com/nekretnine/izdavanje-stanova/cukaricka-padina/5425642991674?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",VPR/2,Opština Stari grad,700.0,2023-04-12,2.0,74.0,Solunska,Dorćol,Centar - Stari Grad Dorcol ID#52383,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---stari-grad-dorcol-id52383/5425642991672?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",I/5,Opština Stari grad,1000.0,2023-04-12,2.0,40.0,Vojvode Dobrnjca,Dorćol,Centar - Stari Grad Dorcol ID#52384,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---stari-grad-dorcol-id52384/5425642991670?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",II/5,Opština Stari grad,750.0,2023-04-12,2.0,46.0,Kondina,Skupština,Centar - Stari Grad Politika ID#52385,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---stari-grad-politika-id52385/5425642991669?kid=1
Agencija,Beograd,"Provizija: 50% od prve mesečne zakupnine ,",III/5,Opština Stari grad,1200.0,2023-04-12,4.0,90.0,Drinciceva,Dorćol,Centar - Stari Grad Dorcol ID#52386,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---stari-grad-dorcol-id52386/5425642991668?kid=1
Agencija,Beograd,"Izdaje se kompletno namešten stan na odličnoj lokaciji na Donjem Dorćolu, stan se nalazi u prizemnoj zgradi sa zajedničkim dvorištem, gde se može...",PR/1,Opština Stari grad,700.0,2023-04-12,2.5,70.0,Solunska,Dorćol,Dorćol 70m2 ID#3599,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dorcol-70m2-id3599/5425642991667?kid=1
Agencija,Beograd,"Odličan, funkcionalan i komforan, namešten stan. Pogodan kako za porodicu, tako i za studente, samce. Odvojena spavaća soba. (Agencijska provizija...",I/4,Opština Rakovica,250.0,2023-04-12,1.5,34.0,Mome Stanojlovića,Kneževac,Rakovica Kneževac,https://www.halooglasi.com/nekretnine/izdavanje-stanova/rakovica-knezevac/5425642991666?kid=1
Agencija,Beograd,"Crveni krst, Kajmakčalanska ulica. Potpuno namešten i renoviran 2.0 stan na trećem spratu u novogradnji, površine 45m². Norveški radijatori, klima,...",III/6,Opština Zvezdara,750.0,2023-04-12,2.0,45.0,Kajmakčalanska,Crveni krst,"Crveni krst, novogradnja, odličan 2.0 stan ID#1965",https://www.halooglasi.com/nekretnine/izdavanje-stanova/crveni-krst-novogradnja-odlican-2-0-stan-id19/5425642991663?kid=1
